yfips,fips,state,county,total_pop,total_prison_pop_rate,female_prison_pop_rate,male_prison_pop_rate,aapi_prison_pop_rate,black_prison_pop_rate,latinx_prison_pop_rate,native_prison_pop_rate,white_prison_pop_rate,total_jail_pop_rate,female_jail_pop_rate,male_jail_pop_rate,aapi_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,native_jail_pop_rate,white_jail_pop_rate,total_jail_prison_pop_rate,female_jail_prison_pop_rate,male_jail_prison_pop_rate,aapi_jail_prison_pop_rate,black_jail_prison_pop_rate,latinx_jail_prison_pop_rate,native_jail_prison_pop_rate,white_jail_prison_pop_rate
197201001,1001,AL,Autauga,27156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
197201003,1003,AL,Baldwin,62441,NA,NA,NA,NA,NA,NA,NA,NA,224.31,10.86,423.97,NA,NA,NA,NA,NA,224.31,10.86,423.97,0,0,0,0,0
197201005,1005,AL,Barbour,22852,NA,NA,NA,NA,NA,NA,NA,NA,126.8,3.47,269.9,NA,NA,NA,NA,NA,126.8,3.47,269.9,0,0,0,0,0
197201007,1007,AL,Bibb,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
197201009,1009,AL,Blount,29295,NA,NA,NA,NA,NA,NA,NA,NA,166.79,10.83,286.39,NA,NA,NA,NA,NA,166.79,10.83,286.39,0,0,0,0,0
197201011,1011,AL,Bullock,11447,NA,NA,NA,NA,NA,NA,NA,NA,191.75,0,414.79,NA,NA,NA,NA,NA,191.75,0,414.79,0,0,0,0,0
197201013,1013,AL,Butler,21527,NA,NA,NA,NA,NA,NA,NA,NA,144.5,7.57,299.09,NA,NA,NA,NA,NA,144.5,7.57,299.09,0,0,0,0,0
197201015,1015,AL,Calhoun,103849,NA,NA,NA,NA,NA,NA,NA,NA,151.65,5.08,293.66,NA,NA,NA,NA,NA,151.65,5.08,293.66,0,0,0,0,0
197201017,1017,AL,Chambers,36074,NA,NA,NA,NA,NA,NA,NA,NA,106.05,4.36,220.11,NA,NA,NA,NA,NA,106.05,4.36,220.11,0,0,0,0,0
197201019,1019,AL,Cherokee,16858,NA,NA,NA,NA,NA,NA,NA,NA,106.37,0,215.81,NA,NA,NA,NA,NA,106.37,0,215.81,0,0,0,0,0
197201021,1021,AL,Chilton,26439,NA,NA,NA,NA,NA,NA,NA,NA,139.18,21.41,262.38,NA,NA,NA,NA,NA,139.18,21.41,262.38,0,0,0,0,0
197201023,1023,AL,Choctaw,16686,NA,NA,NA,NA,NA,NA,NA,NA,217.92,0,452.76,NA,NA,NA,NA,NA,217.92,0,452.76,0,0,0,0,0
197201025,1025,AL,Clarke,26280,NA,NA,NA,NA,NA,NA,NA,NA,66.09,0,137.91,NA,NA,NA,NA,NA,66.09,0,137.91,0,0,0,0,0
197201027,1027,AL,Clay,13247,NA,NA,NA,NA,NA,NA,NA,NA,100.74,0,207.89,NA,NA,NA,NA,NA,100.74,0,207.89,0,0,0,0,0
197201029,1029,AL,Cleburne,11382,NA,NA,NA,NA,NA,NA,NA,NA,240.66,0,489.62,NA,NA,NA,NA,NA,240.66,0,489.62,0,0,0,0,0
197201031,1031,AL,Coffee,36176,NA,NA,NA,NA,NA,NA,NA,NA,73.65,2.16,143.37,NA,NA,NA,NA,NA,73.65,2.16,143.37,0,0,0,0,0
197201033,1033,AL,Colbert,50728,NA,NA,NA,NA,NA,NA,NA,NA,92.15,0,186.41,NA,NA,NA,NA,NA,92.15,0,186.41,0,0,0,0,0
197201035,1035,AL,Conecuh,15786,NA,NA,NA,NA,NA,NA,NA,NA,184.47,32.7,313.83,NA,NA,NA,NA,NA,184.47,32.7,313.83,0,0,0,0,0
197201037,1037,AL,Coosa,10844,NA,NA,NA,NA,NA,NA,NA,NA,116.77,45.33,192.68,NA,NA,NA,NA,NA,116.77,45.33,192.68,0,0,0,0,0
197201039,1039,AL,Covington,34984,NA,NA,NA,NA,NA,NA,NA,NA,144.98,2.24,288.33,NA,NA,NA,NA,NA,144.98,2.24,288.33,0,0,0,0,0
197201041,1041,AL,Crenshaw,13494,NA,NA,NA,NA,NA,NA,NA,NA,198.64,0,418.1,NA,NA,NA,NA,NA,198.64,0,418.1,0,0,0,0,0
197201043,1043,AL,Cullman,55775,NA,NA,NA,NA,NA,NA,NA,NA,113.54,18.49,197.59,NA,NA,NA,NA,NA,113.54,18.49,197.59,0,0,0,0,0
197201045,1045,AL,Dale,49458,NA,NA,NA,NA,NA,NA,NA,NA,81.38,5.14,145.41,NA,NA,NA,NA,NA,81.38,5.14,145.41,0,0,0,0,0
197201047,1047,AL,Dallas,57136,NA,NA,NA,NA,NA,NA,NA,NA,258.83,17.33,518.36,NA,NA,NA,NA,NA,258.83,17.33,518.36,0,0,0,0,0
197201049,1049,AL,DeKalb,44798,NA,NA,NA,NA,NA,NA,NA,NA,90.13,19.54,153.12,NA,NA,NA,NA,NA,90.13,19.54,153.12,0,0,0,0,0
197201051,1051,AL,Elmore,35347,NA,NA,NA,NA,NA,NA,NA,NA,150.43,9.51,274.37,NA,NA,NA,NA,NA,150.43,9.51,274.37,0,0,0,0,0
197201053,1053,AL,Escambia,36511,NA,NA,NA,NA,NA,NA,NA,NA,115.7,9.28,215.55,NA,NA,NA,NA,NA,115.7,9.28,215.55,0,0,0,0,0
197201055,1055,AL,Etowah,95761,NA,NA,NA,NA,NA,NA,NA,NA,69.44,14.34,129.57,NA,NA,NA,NA,NA,69.44,14.34,129.57,0,0,0,0,0
197201057,1057,AL,Fayette,16403,NA,NA,NA,NA,NA,NA,NA,NA,200.04,14.85,393.86,NA,NA,NA,NA,NA,200.04,14.85,393.86,0,0,0,0,0
197201059,1059,AL,Franklin,25533,NA,NA,NA,NA,NA,NA,NA,NA,111.97,0,229.83,NA,NA,NA,NA,NA,111.97,0,229.83,0,0,0,0,0
197201061,1061,AL,Geneva,22783,NA,NA,NA,NA,NA,NA,NA,NA,108.16,7.04,147.75,NA,NA,NA,NA,NA,108.16,7.04,147.75,0,0,0,0,0
197201063,1063,AL,Greene,10221,NA,NA,NA,NA,NA,NA,NA,NA,194.84,0,389.84,NA,NA,NA,NA,NA,194.84,0,389.84,0,0,0,0,0
197201065,1065,AL,Hale,15763,NA,NA,NA,NA,NA,NA,NA,NA,208.75,16.56,427.78,NA,NA,NA,NA,NA,208.75,16.56,427.78,0,0,0,0,0
197201067,1067,AL,Henry,13514,NA,NA,NA,NA,NA,NA,NA,NA,122.19,35.16,216.95,NA,NA,NA,NA,NA,122.19,35.16,216.95,0,0,0,0,0
197201069,1069,AL,Houston,61563,NA,NA,NA,NA,NA,NA,NA,NA,178.43,37.95,305.21,NA,NA,NA,NA,NA,178.43,37.95,305.21,0,0,0,0,0
197201071,1071,AL,Jackson,42254,NA,NA,NA,NA,NA,NA,NA,NA,111.73,9.28,218.43,NA,NA,NA,NA,NA,111.73,9.28,218.43,0,0,0,0,0
197201073,1073,AL,Jefferson,647097,NA,NA,NA,NA,NA,NA,NA,NA,239.04,14.49,492.84,NA,NA,NA,NA,NA,239.04,14.49,492.84,0,0,0,0,0
197201075,1075,AL,Lamar,15491,NA,NA,NA,NA,NA,NA,NA,NA,136.48,5.2,275.69,NA,NA,NA,NA,NA,136.48,5.2,275.69,0,0,0,0,0
197201077,1077,AL,Lauderdale,70867,NA,NA,NA,NA,NA,NA,NA,NA,88.79,2.17,182.12,NA,NA,NA,NA,NA,88.79,2.17,182.12,0,0,0,0,0
197201079,1079,AL,Lawrence,28429,NA,NA,NA,NA,NA,NA,NA,NA,162.55,11.65,308.9,NA,NA,NA,NA,NA,162.55,11.65,308.9,0,0,0,0,0
197201081,1081,AL,Lee,62154,NA,NA,NA,NA,NA,NA,NA,NA,104.39,4.81,201.3,NA,NA,NA,NA,NA,104.39,4.81,201.3,0,0,0,0,0
197201083,1083,AL,Limestone,43255,NA,NA,NA,NA,NA,NA,NA,NA,132.94,16.84,229.46,NA,NA,NA,NA,NA,132.94,16.84,229.46,0,0,0,0,0
197201085,1085,AL,Lowndes,13726,NA,NA,NA,NA,NA,NA,NA,NA,82.61,0,153.73,NA,NA,NA,NA,NA,82.61,0,153.73,0,0,0,0,0
197201087,1087,AL,Macon,25597,NA,NA,NA,NA,NA,NA,NA,NA,66.23,9.27,125.6,NA,NA,NA,NA,NA,66.23,9.27,125.6,0,0,0,0,0
197201089,1089,AL,Madison,189077,NA,NA,NA,NA,NA,NA,NA,NA,134.66,11.4,246.93,NA,NA,NA,NA,NA,134.66,11.4,246.93,0,0,0,0,0
197201091,1091,AL,Marengo,24275,NA,NA,NA,NA,NA,NA,NA,NA,265.92,28.1,529.6,NA,NA,NA,NA,NA,265.92,28.1,529.6,0,0,0,0,0
197201093,1093,AL,Marion,26319,NA,NA,NA,NA,NA,NA,NA,NA,155.44,36.59,250.48,NA,NA,NA,NA,NA,155.44,36.59,250.48,0,0,0,0,0
197201095,1095,AL,Marshall,56989,NA,NA,NA,NA,NA,NA,NA,NA,146.69,23.65,263.73,NA,NA,NA,NA,NA,146.69,23.65,263.73,0,0,0,0,0
197201097,1097,AL,Mobile,324318,NA,NA,NA,NA,NA,NA,NA,NA,190.87,25.92,371.2,NA,NA,NA,NA,NA,190.87,25.92,371.2,0,0,0,0,0
197201099,1099,AL,Monroe,20583,NA,NA,NA,NA,NA,NA,NA,NA,129.75,4.15,252.57,NA,NA,NA,NA,NA,129.75,4.15,252.57,0,0,0,0,0
197201101,1101,AL,Montgomery,176063,NA,NA,NA,NA,NA,NA,NA,NA,159.95,6.92,326.52,NA,NA,NA,NA,NA,159.95,6.92,326.52,0,0,0,0,0
197201103,1103,AL,Morgan,81255,NA,NA,NA,NA,NA,NA,NA,NA,131.83,4.83,265.71,NA,NA,NA,NA,NA,131.83,4.83,265.71,0,0,0,0,0
197201105,1105,AL,Perry,15227,NA,NA,NA,NA,NA,NA,NA,NA,142.16,16.61,286.55,NA,NA,NA,NA,NA,142.16,16.61,286.55,0,0,0,0,0
