yfips,fips,state,county,total_pop,total_prison_pop_rate,female_prison_pop_rate,male_prison_pop_rate,aapi_prison_pop_rate,black_prison_pop_rate,latinx_prison_pop_rate,native_prison_pop_rate,white_prison_pop_rate,total_jail_pop_rate,female_jail_pop_rate,male_jail_pop_rate,aapi_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,native_jail_pop_rate,white_jail_pop_rate,total_jail_prison_pop_rate,female_jail_prison_pop_rate,male_jail_prison_pop_rate,aapi_jail_prison_pop_rate,black_jail_prison_pop_rate,latinx_jail_prison_pop_rate,native_jail_prison_pop_rate,white_jail_prison_pop_rate
197801001,1001,AL,Autauga,30879,NA,NA,NA,NA,NA,NA,NA,NA,189.1,0,387.31,NA,NA,NA,NA,NA,189.1,0,387.31,0,0,0,0,NA
197801003,1003,AL,Baldwin,74549,NA,NA,NA,NA,NA,NA,NA,NA,266.59,9.61,535.46,NA,NA,NA,NA,NA,266.59,9.61,535.46,0,0,0,0,NA
197801005,1005,AL,Barbour,24522,NA,NA,NA,NA,NA,NA,NA,NA,317.61,12.66,666.57,NA,NA,NA,NA,NA,317.61,12.66,666.57,0,0,0,0,NA
197801007,1007,AL,Bibb,15342,NA,NA,NA,NA,NA,NA,NA,NA,248.73,0,508.29,NA,NA,NA,NA,NA,248.73,0,508.29,0,0,0,0,NA
197801009,1009,AL,Blount,34846,NA,NA,NA,NA,NA,NA,NA,NA,206.72,8.91,407.83,NA,NA,NA,NA,NA,206.72,8.91,407.83,0,0,0,0,NA
197801011,1011,AL,Bullock,10956,NA,NA,NA,NA,NA,NA,NA,NA,287.4,0,622.19,NA,NA,NA,NA,NA,287.4,0,622.19,0,0,0,0,NA
197801013,1013,AL,Butler,20918,NA,NA,NA,NA,NA,NA,NA,NA,294.89,31.03,590.07,NA,NA,NA,NA,NA,294.89,31.03,590.07,0,0,0,0,NA
197801015,1015,AL,Calhoun,116470,NA,NA,NA,NA,NA,NA,NA,NA,200.51,17.61,389.07,NA,NA,NA,NA,NA,200.51,17.61,389.07,0,0,0,0,NA
197801017,1017,AL,Chambers,38732,NA,NA,NA,NA,NA,NA,NA,NA,186.41,16.08,376.18,NA,NA,NA,NA,NA,186.41,16.08,376.18,0,0,0,0,NA
197801019,1019,AL,Cherokee,18597,NA,NA,NA,NA,NA,NA,NA,NA,250.4,0,506.41,NA,NA,NA,NA,NA,250.4,0,506.41,0,0,0,0,NA
197801021,1021,AL,Chilton,29915,NA,NA,NA,NA,NA,NA,NA,NA,214.08,10.52,425.02,NA,NA,NA,NA,NA,214.08,10.52,425.02,0,0,0,0,NA
197801023,1023,AL,Choctaw,16931,NA,NA,NA,NA,NA,NA,NA,NA,379.39,0,810.64,NA,NA,NA,NA,NA,379.39,0,810.64,0,0,0,0,NA
197801025,1025,AL,Clarke,28357,NA,NA,NA,NA,NA,NA,NA,NA,233.99,0,488.62,NA,NA,NA,NA,NA,233.99,0,488.62,0,0,0,0,NA
197801027,1027,AL,Clay,13686,NA,NA,NA,NA,NA,NA,NA,NA,267.28,0,551.93,NA,NA,NA,NA,NA,267.28,0,551.93,0,0,0,0,NA
197801029,1029,AL,Cleburne,12222,NA,NA,NA,NA,NA,NA,NA,NA,246.31,0,500,NA,NA,NA,NA,NA,246.31,0,500,0,0,0,0,NA
197801031,1031,AL,Coffee,37440,NA,NA,NA,NA,NA,NA,NA,NA,150.01,8.1,317.68,NA,NA,NA,NA,NA,150.01,8.1,317.68,0,0,0,0,NA
197801033,1033,AL,Colbert,53312,NA,NA,NA,NA,NA,NA,NA,NA,178.62,0,369.71,NA,NA,NA,NA,NA,178.62,0,369.71,0,0,0,0,NA
197801035,1035,AL,Conecuh,15811,NA,NA,NA,NA,NA,NA,NA,NA,152.34,0,316.53,NA,NA,NA,NA,NA,152.34,0,316.53,0,0,0,0,NA
197801037,1037,AL,Coosa,11650,NA,NA,NA,NA,NA,NA,NA,NA,125.61,0,256.19,NA,NA,NA,NA,NA,125.61,0,256.19,0,0,0,0,NA
197801039,1039,AL,Covington,36482,NA,NA,NA,NA,NA,NA,NA,NA,278.95,8.54,569.8,NA,NA,NA,NA,NA,278.95,8.54,569.8,0,0,0,0,NA
197801041,1041,AL,Crenshaw,13909,NA,NA,NA,NA,NA,NA,NA,NA,253.81,0,529.77,NA,NA,NA,NA,NA,253.81,0,529.77,0,0,0,0,NA
197801043,1043,AL,Cullman,61080,NA,NA,NA,NA,NA,NA,NA,NA,186.65,25.23,352.53,NA,NA,NA,NA,NA,186.65,25.23,352.53,0,0,0,0,NA
197801045,1045,AL,Dale,46663,NA,NA,NA,NA,NA,NA,NA,NA,183.34,20.49,333.21,NA,NA,NA,NA,NA,183.34,20.49,333.21,0,0,0,0,NA
197801047,1047,AL,Dallas,54713,NA,NA,NA,NA,NA,NA,NA,NA,390.23,22.83,885.37,NA,NA,NA,NA,NA,390.23,22.83,885.37,0,0,0,0,NA
197801049,1049,AL,DeKalb,53109,NA,NA,NA,NA,NA,NA,NA,NA,135.3,11.78,264.14,NA,NA,NA,NA,NA,135.3,11.78,264.14,0,0,0,0,NA
197801051,1051,AL,Elmore,41381,NA,NA,NA,NA,NA,NA,NA,NA,99.5,7.65,191.42,NA,NA,NA,NA,NA,99.5,7.65,191.42,0,0,0,0,NA
197801053,1053,AL,Escambia,37560,NA,NA,NA,NA,NA,NA,NA,NA,235.15,8.7,454.12,NA,NA,NA,NA,NA,235.15,8.7,454.12,0,0,0,0,NA
197801055,1055,AL,Etowah,101721,NA,NA,NA,NA,NA,NA,NA,NA,164.72,17.77,326.99,NA,NA,NA,NA,NA,164.72,17.77,326.99,0,0,0,0,NA
197801057,1057,AL,Fayette,17780,NA,NA,NA,NA,NA,NA,NA,NA,174.36,0,356.01,NA,NA,NA,NA,NA,174.36,0,356.01,0,0,0,0,NA
197801059,1059,AL,Franklin,27917,NA,NA,NA,NA,NA,NA,NA,NA,197.94,0,405.47,NA,NA,NA,NA,NA,197.94,0,405.47,0,0,0,0,NA
197801061,1061,AL,Geneva,23553,NA,NA,NA,NA,NA,NA,NA,NA,187.1,27.21,353.11,NA,NA,NA,NA,NA,187.1,27.21,353.11,0,0,0,0,NA
197801063,1063,AL,Greene,10962,NA,NA,NA,NA,NA,NA,NA,NA,496.11,0,1078.36,NA,NA,NA,NA,NA,496.11,0,1078.36,0,0,0,0,NA
197801065,1065,AL,Hale,15698,NA,NA,NA,NA,NA,NA,NA,NA,257.18,0,550.24,NA,NA,NA,NA,NA,257.18,0,550.24,0,0,0,0,NA
197801067,1067,AL,Henry,14925,NA,NA,NA,NA,NA,NA,NA,NA,243.69,0,511.99,NA,NA,NA,NA,NA,243.69,0,511.99,0,0,0,0,NA
197801069,1069,AL,Houston,74286,NA,NA,NA,NA,NA,NA,NA,NA,186.36,28.27,365.28,NA,NA,NA,NA,NA,186.36,28.27,365.28,0,0,0,0,NA
197801071,1071,AL,Jackson,51000,NA,NA,NA,NA,NA,NA,NA,NA,93.91,11.92,197.12,NA,NA,NA,NA,NA,93.91,11.92,197.12,0,0,0,0,NA
197801073,1073,AL,Jefferson,667403,NA,NA,NA,NA,NA,NA,NA,NA,246,7.48,513.13,NA,NA,NA,NA,NA,246,7.48,513.13,0,0,0,0,NA
197801075,1075,AL,Lamar,16129,NA,NA,NA,NA,NA,NA,NA,NA,215.72,20.17,418.76,NA,NA,NA,NA,NA,215.72,20.17,418.76,0,0,0,0,NA
197801077,1077,AL,Lauderdale,78542,NA,NA,NA,NA,NA,NA,NA,NA,114.02,7.48,232.03,NA,NA,NA,NA,NA,114.02,7.48,232.03,0,0,0,0,NA
197801079,1079,AL,Lawrence,30090,NA,NA,NA,NA,NA,NA,NA,NA,252.4,42.37,468.41,NA,NA,NA,NA,NA,252.4,42.37,468.41,0,0,0,0,NA
197801081,1081,AL,Lee,74068,NA,NA,NA,NA,NA,NA,NA,NA,111.42,3.86,214.63,NA,NA,NA,NA,NA,111.42,3.86,214.63,0,0,0,0,NA
197801083,1083,AL,Limestone,44931,NA,NA,NA,NA,NA,NA,NA,NA,226.84,20.55,441.19,NA,NA,NA,NA,NA,226.84,20.55,441.19,0,0,0,0,NA
197801085,1085,AL,Lowndes,13914,NA,NA,NA,NA,NA,NA,NA,NA,266.77,0,599.62,NA,NA,NA,NA,NA,266.77,0,599.62,0,0,0,0,NA
197801087,1087,AL,Macon,27013,NA,NA,NA,NA,NA,NA,NA,NA,106.04,0,220.24,NA,NA,NA,NA,NA,106.04,0,220.24,0,0,0,0,NA
197801089,1089,AL,Madison,193160,NA,NA,NA,NA,NA,NA,NA,NA,190.08,10.38,376.06,NA,NA,NA,NA,NA,190.08,10.38,376.06,0,0,0,0,NA
197801091,1091,AL,Marengo,25430,NA,NA,NA,NA,NA,NA,NA,NA,321.93,25.48,651.47,NA,NA,NA,NA,NA,321.93,25.48,651.47,0,0,0,0,NA
197801093,1093,AL,Marion,29492,NA,NA,NA,NA,NA,NA,NA,NA,168.96,0,343.49,NA,NA,NA,NA,NA,168.96,0,343.49,0,0,0,0,NA
197801095,1095,AL,Marshall,65004,NA,NA,NA,NA,NA,NA,NA,NA,180.72,10.56,357.94,NA,NA,NA,NA,NA,180.72,10.56,357.94,0,0,0,0,NA
197801097,1097,AL,Mobile,360079,NA,NA,NA,NA,NA,NA,NA,NA,256.07,14.89,516.78,NA,NA,NA,NA,NA,256.07,14.89,516.78,0,0,0,0,NA
197801099,1099,AL,Monroe,22013,NA,NA,NA,NA,NA,NA,NA,NA,210.76,15.09,420.51,NA,NA,NA,NA,NA,210.76,15.09,420.51,0,0,0,0,NA
197801101,1101,AL,Montgomery,190598,NA,NA,NA,NA,NA,NA,NA,NA,152.22,15.35,305.05,NA,NA,NA,NA,NA,152.22,15.35,305.05,0,0,0,0,NA
197801103,1103,AL,Morgan,89193,NA,NA,NA,NA,NA,NA,NA,NA,132.57,6.74,264.19,NA,NA,NA,NA,NA,132.57,6.74,264.19,0,0,0,0,NA
197801105,1105,AL,Perry,14962,NA,NA,NA,NA,NA,NA,NA,NA,281.66,0,606.21,NA,NA,NA,NA,NA,281.66,0,606.21,0,0,0,0,NA
197801107,1107,AL,Pickens,21950,NA,NA,NA,NA,NA,NA,NA,NA,310.28,43.66,599.18,NA,NA,NA,NA,NA,310.28,43.66,599.18,0,0,0,0,NA
197801109,1109,AL,Pike,26736,NA,NA,NA,NA,NA,NA,NA,NA,237.77,11.31,488.48,NA,NA,NA,NA,NA,237.77,11.31,488.48,0,0,0,0,NA
197801111,1111,AL,Randolph,19914,NA,NA,NA,NA,NA,NA,NA,NA,99.54,0,207.54,NA,NA,NA,NA,NA,99.54,0,207.54,0,0,0,0,NA
197801113,1113,AL,Russell,47733,NA,NA,NA,NA,NA,NA,NA,NA,329.87,24.87,674.19,NA,NA,NA,NA,NA,329.87,24.87,674.19,0,0,0,0,NA
197801115,1115,AL,St.,39296,NA,NA,NA,NA,NA,NA,NA,NA,167.52,0,341.88,NA,NA,NA,NA,NA,167.52,0,341.88,0,0,0,0,NA
197801117,1117,AL,Shelby,63489,NA,NA,NA,NA,NA,NA,NA,NA,100.53,0,204.77,NA,NA,NA,NA,NA,100.53,0,204.77,0,0,0,0,NA
197801119,1119,AL,Sumter,17264,NA,NA,NA,NA,NA,NA,NA,NA,541.08,0,1141.65,NA,NA,NA,NA,NA,541.08,0,1141.65,0,0,0,0,NA
197801121,1121,AL,Talladega,72536,NA,NA,NA,NA,NA,NA,NA,NA,188.51,8.51,384.4,NA,NA,NA,NA,NA,188.51,8.51,384.4,0,0,0,0,NA
197801123,1123,AL,Tallapoosa,38678,NA,NA,NA,NA,NA,NA,NA,NA,162.89,8.08,328.52,NA,NA,NA,NA,NA,162.89,8.08,328.52,0,0,0,0,NA
197801125,1125,AL,Tuscaloosa,134250,NA,NA,NA,NA,NA,NA,NA,NA,101.88,23.6,183.58,NA,NA,NA,NA,NA,101.88,23.6,183.58,0,0,0,0,NA
