yfips,fips,state,county,total_pop,total_prison_pop_rate,female_prison_pop_rate,male_prison_pop_rate,aapi_prison_pop_rate,black_prison_pop_rate,latinx_prison_pop_rate,native_prison_pop_rate,white_prison_pop_rate,total_jail_pop_rate,female_jail_pop_rate,male_jail_pop_rate,aapi_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,native_jail_pop_rate,white_jail_pop_rate,total_jail_prison_pop_rate,female_jail_prison_pop_rate,male_jail_prison_pop_rate,aapi_jail_prison_pop_rate,black_jail_prison_pop_rate,latinx_jail_prison_pop_rate,native_jail_prison_pop_rate,white_jail_prison_pop_rate
197601001,1001,AL,Autauga,29892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
197601003,1003,AL,Baldwin,70239,NA,NA,NA,NA,NA,NA,NA,NA,255.49,10.01,504.97,NA,NA,NA,NA,NA,255.49,10.01,504.97,0,0,0,0,NA
197601005,1005,AL,Barbour,25607,NA,NA,NA,NA,NA,NA,NA,NA,239.47,9.09,503.19,NA,NA,NA,NA,NA,239.47,9.09,503.19,0,0,0,0,NA
197601007,1007,AL,Bibb,14760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA
197601009,1009,AL,Blount,33050,NA,NA,NA,NA,NA,NA,NA,NA,195.58,9.48,374.11,NA,NA,NA,NA,NA,195.58,9.48,374.11,0,0,0,0,NA
197601011,1011,AL,Bullock,11112,NA,NA,NA,NA,NA,NA,NA,NA,254.45,0,552.1,NA,NA,NA,NA,NA,254.45,0,552.1,0,0,0,0,NA
197601013,1013,AL,Butler,21355,NA,NA,NA,NA,NA,NA,NA,NA,239.04,22.62,481.5,NA,NA,NA,NA,NA,239.04,22.62,481.5,0,0,0,0,NA
197601015,1015,AL,Calhoun,112761,NA,NA,NA,NA,NA,NA,NA,NA,183.83,13.67,358.6,NA,NA,NA,NA,NA,183.83,13.67,358.6,0,0,0,0,NA
197601017,1017,AL,Chambers,37943,NA,NA,NA,NA,NA,NA,NA,NA,160.55,12.32,326.47,NA,NA,NA,NA,NA,160.55,12.32,326.47,0,0,0,0,NA
197601019,1019,AL,Cherokee,18565,NA,NA,NA,NA,NA,NA,NA,NA,199.04,0,402.82,NA,NA,NA,NA,NA,199.04,0,402.82,0,0,0,0,NA
197601021,1021,AL,Chilton,29042,NA,NA,NA,NA,NA,NA,NA,NA,182.08,13.61,357.87,NA,NA,NA,NA,NA,182.08,13.61,357.87,0,0,0,0,NA
197601023,1023,AL,Choctaw,17447,NA,NA,NA,NA,NA,NA,NA,NA,315.28,0,656.42,NA,NA,NA,NA,NA,315.28,0,656.42,0,0,0,0,NA
197601025,1025,AL,Clarke,27845,NA,NA,NA,NA,NA,NA,NA,NA,180.98,0,377.07,NA,NA,NA,NA,NA,180.98,0,377.07,0,0,0,0,NA
197601027,1027,AL,Clay,13381,NA,NA,NA,NA,NA,NA,NA,NA,217.67,0,449.22,NA,NA,NA,NA,NA,217.67,0,449.22,0,0,0,0,NA
197601029,1029,AL,Cleburne,12065,NA,NA,NA,NA,NA,NA,NA,NA,241.5,0,490.2,NA,NA,NA,NA,NA,241.5,0,490.2,0,0,0,0,NA
197601031,1031,AL,Coffee,36953,NA,NA,NA,NA,NA,NA,NA,NA,126.24,6.19,253.11,NA,NA,NA,NA,NA,126.24,6.19,253.11,0,0,0,0,NA
197601033,1033,AL,Colbert,52042,NA,NA,NA,NA,NA,NA,NA,NA,152.97,0,315.37,NA,NA,NA,NA,NA,152.97,0,315.37,0,0,0,0,NA
197601035,1035,AL,Conecuh,15514,NA,NA,NA,NA,NA,NA,NA,NA,165.94,10.83,321.79,NA,NA,NA,NA,NA,165.94,10.83,321.79,0,0,0,0,NA
197601037,1037,AL,Coosa,11235,NA,NA,NA,NA,NA,NA,NA,NA,124.91,14.36,240.75,NA,NA,NA,NA,NA,124.91,14.36,240.75,0,0,0,0,NA
197601039,1039,AL,Covington,36234,NA,NA,NA,NA,NA,NA,NA,NA,233.68,6.45,475.3,NA,NA,NA,NA,NA,233.68,6.45,475.3,0,0,0,0,NA
197601041,1041,AL,Crenshaw,13910,NA,NA,NA,NA,NA,NA,NA,NA,232.54,0,487.84,NA,NA,NA,NA,NA,232.54,0,487.84,0,0,0,0,NA
197601043,1043,AL,Cullman,59684,NA,NA,NA,NA,NA,NA,NA,NA,148.67,19.55,276.32,NA,NA,NA,NA,NA,148.67,19.55,276.32,0,0,0,0,NA
197601045,1045,AL,Dale,44855,NA,NA,NA,NA,NA,NA,NA,NA,159.72,15.91,298.41,NA,NA,NA,NA,NA,159.72,15.91,298.41,0,0,0,0,NA
197601047,1047,AL,Dallas,58212,NA,NA,NA,NA,NA,NA,NA,NA,324.41,16.52,656.83,NA,NA,NA,NA,NA,324.41,16.52,656.83,0,0,0,0,NA
197601049,1049,AL,DeKalb,51191,NA,NA,NA,NA,NA,NA,NA,NA,119.89,13.83,227.01,NA,NA,NA,NA,NA,119.89,13.83,227.01,0,0,0,0,NA
197601051,1051,AL,Elmore,39693,NA,NA,NA,NA,NA,NA,NA,NA,113.52,8.16,213.55,NA,NA,NA,NA,NA,113.52,8.16,213.55,0,0,0,0,NA
197601053,1053,AL,Escambia,37611,NA,NA,NA,NA,NA,NA,NA,NA,194.4,8.82,370.51,NA,NA,NA,NA,NA,194.4,8.82,370.51,0,0,0,0,NA
197601055,1055,AL,Etowah,98975,NA,NA,NA,NA,NA,NA,NA,NA,135.59,16.8,264.6,NA,NA,NA,NA,NA,135.59,16.8,264.6,0,0,0,0,NA
197601057,1057,AL,Fayette,17389,NA,NA,NA,NA,NA,NA,NA,NA,181.88,4.63,366.65,NA,NA,NA,NA,NA,181.88,4.63,366.65,0,0,0,0,NA
197601059,1059,AL,Franklin,27209,NA,NA,NA,NA,NA,NA,NA,NA,170.64,0,349.3,NA,NA,NA,NA,NA,170.64,0,349.3,0,0,0,0,NA
197601061,1061,AL,Geneva,23234,NA,NA,NA,NA,NA,NA,NA,NA,161.48,20.69,285.96,NA,NA,NA,NA,NA,161.48,20.69,285.96,0,0,0,0,NA
197601063,1063,AL,Greene,10994,NA,NA,NA,NA,NA,NA,NA,NA,387.6,0,828.58,NA,NA,NA,NA,NA,387.6,0,828.58,0,0,0,0,NA
197601065,1065,AL,Hale,15738,NA,NA,NA,NA,NA,NA,NA,NA,237.94,5.25,503.36,NA,NA,NA,NA,NA,237.94,5.25,503.36,0,0,0,0,NA
197601067,1067,AL,Henry,14592,NA,NA,NA,NA,NA,NA,NA,NA,203.02,10.78,414.01,NA,NA,NA,NA,NA,203.02,10.78,414.01,0,0,0,0,NA
197601069,1069,AL,Houston,71938,NA,NA,NA,NA,NA,NA,NA,NA,179.18,27.43,335.33,NA,NA,NA,NA,NA,179.18,27.43,335.33,0,0,0,0,NA
197601071,1071,AL,Jackson,48061,NA,NA,NA,NA,NA,NA,NA,NA,99.03,11.17,190.06,NA,NA,NA,NA,NA,99.03,11.17,190.06,0,0,0,0,NA
197601073,1073,AL,Jefferson,661297,NA,NA,NA,NA,NA,NA,NA,NA,241.53,9.66,501.8,NA,NA,NA,NA,NA,241.53,9.66,501.8,0,0,0,0,NA
197601075,1075,AL,Lamar,16068,NA,NA,NA,NA,NA,NA,NA,NA,189.22,15.21,371.16,NA,NA,NA,NA,NA,189.22,15.21,371.16,0,0,0,0,NA
197601077,1077,AL,Lauderdale,75824,NA,NA,NA,NA,NA,NA,NA,NA,106.75,5.9,214.88,NA,NA,NA,NA,NA,106.75,5.9,214.88,0,0,0,0,NA
197601079,1079,AL,Lawrence,29202,NA,NA,NA,NA,NA,NA,NA,NA,227.22,33.16,424.45,NA,NA,NA,NA,NA,227.22,33.16,424.45,0,0,0,0,NA
197601081,1081,AL,Lee,69975,NA,NA,NA,NA,NA,NA,NA,NA,109.38,4.13,210.48,NA,NA,NA,NA,NA,109.38,4.13,210.48,0,0,0,0,NA
197601083,1083,AL,Limestone,44407,NA,NA,NA,NA,NA,NA,NA,NA,197.22,19.42,373.38,NA,NA,NA,NA,NA,197.22,19.42,373.38,0,0,0,0,NA
197601085,1085,AL,Lowndes,13543,NA,NA,NA,NA,NA,NA,NA,NA,212.57,0,445.04,NA,NA,NA,NA,NA,212.57,0,445.04,0,0,0,0,NA
197601087,1087,AL,Macon,26724,NA,NA,NA,NA,NA,NA,NA,NA,92.5,2.9,187.32,NA,NA,NA,NA,NA,92.5,2.9,187.32,0,0,0,0,NA
197601089,1089,AL,Madison,190233,NA,NA,NA,NA,NA,NA,NA,NA,173.69,10.73,338.3,NA,NA,NA,NA,NA,173.69,10.73,338.3,0,0,0,0,NA
197601091,1091,AL,Marengo,25202,NA,NA,NA,NA,NA,NA,NA,NA,301.45,26.06,606.94,NA,NA,NA,NA,NA,301.45,26.06,606.94,0,0,0,0,NA
197601093,1093,AL,Marion,28625,NA,NA,NA,NA,NA,NA,NA,NA,164.74,11.17,314.99,NA,NA,NA,NA,NA,164.74,11.17,314.99,0,0,0,0,NA
197601095,1095,AL,Marshall,62115,NA,NA,NA,NA,NA,NA,NA,NA,171.12,14.51,330.77,NA,NA,NA,NA,NA,171.12,14.51,330.77,0,0,0,0,NA
197601097,1097,AL,Mobile,344887,NA,NA,NA,NA,NA,NA,NA,NA,236.29,18.34,472.4,NA,NA,NA,NA,NA,236.29,18.34,472.4,0,0,0,0,NA
197601099,1099,AL,Monroe,21169,NA,NA,NA,NA,NA,NA,NA,NA,188.56,11.88,373.7,NA,NA,NA,NA,NA,188.56,11.88,373.7,0,0,0,0,NA
197601101,1101,AL,Montgomery,187016,NA,NA,NA,NA,NA,NA,NA,NA,153.07,12.64,308.26,NA,NA,NA,NA,NA,153.07,12.64,308.26,0,0,0,0,NA
197601103,1103,AL,Morgan,86464,NA,NA,NA,NA,NA,NA,NA,NA,132.48,6.17,264.72,NA,NA,NA,NA,NA,132.48,6.17,264.72,0,0,0,0,NA
197601105,1105,AL,Perry,14401,NA,NA,NA,NA,NA,NA,NA,NA,247.95,5.78,527.51,NA,NA,NA,NA,NA,247.95,5.78,527.51,0,0,0,0,NA
197601107,1107,AL,Pickens,21509,NA,NA,NA,NA,NA,NA,NA,NA,254.98,33.61,495.93,NA,NA,NA,NA,NA,254.98,33.61,495.93,0,0,0,0,NA
197601109,1109,AL,Pike,26436,NA,NA,NA,NA,NA,NA,NA,NA,210.38,8.71,430.16,NA,NA,NA,NA,NA,210.38,8.71,430.16,0,0,0,0,NA
197601111,1111,AL,Randolph,19578,NA,NA,NA,NA,NA,NA,NA,NA,97.17,0,202.22,NA,NA,NA,NA,NA,97.17,0,202.22,0,0,0,0,NA
197601113,1113,AL,Russell,47888,NA,NA,NA,NA,NA,NA,NA,NA,294.48,18.89,599.68,NA,NA,NA,NA,NA,294.48,18.89,599.68,0,0,0,0,NA
197601115,1115,AL,St.,36079,NA,NA,NA,NA,NA,NA,NA,NA,151.9,4.34,306.34,NA,NA,NA,NA,NA,151.9,4.34,306.34,0,0,0,0,NA
197601117,1117,AL,Shelby,54622,NA,NA,NA,NA,NA,NA,NA,NA,118.55,0,239.97,NA,NA,NA,NA,NA,118.55,0,239.97,0,0,0,0,NA
197601119,1119,AL,Sumter,17154,NA,NA,NA,NA,NA,NA,NA,NA,456.56,0,946.49,NA,NA,NA,NA,NA,456.56,0,946.49,0,0,0,0,NA
197601121,1121,AL,Talladega,70266,NA,NA,NA,NA,NA,NA,NA,NA,178.05,6.66,359.75,NA,NA,NA,NA,NA,178.05,6.66,359.75,0,0,0,0,NA
197601123,1123,AL,Tallapoosa,37678,NA,NA,NA,NA,NA,NA,NA,NA,151.8,6.26,306.83,NA,NA,NA,NA,NA,151.8,6.26,306.83,0,0,0,0,NA
197601125,1125,AL,Tuscaloosa,129274,NA,NA,NA,NA,NA,NA,NA,NA,94.51,22.45,167.94,NA,NA,NA,NA,NA,94.51,22.45,167.94,0,0,0,0,NA
197601127,1127,AL,Walker,66712,NA,NA,NA,NA,NA,NA,NA,NA,86.01,7.04,161.72,NA,NA,NA,NA,NA,86.01,7.04,161.72,0,0,0,0,NA
197601129,1129,AL,Washington,16616,NA,NA,NA,NA,NA,NA,NA,NA,365.28,14.91,725.23,NA,NA,NA,NA,NA,365.28,14.91,725.23,0,0,0,0,NA
